1,12
2,44
3,45
4,60
5,61
6,63
7,68
8,76
9,76
10,165
11,165
12,165
13,165
14,165
15,165
16,165
17,165
18,165
19,165
20,165
21,165
22,165
23,165
24,165
25,165
26,165
27,165
28,165
29,165
30,165
31,165
32,165
33,165
34,165
35,165
36,165
37,165
38,165
39,165
40,165
41,165
42,165
43,165
44,165
45,165
46,165
47,165
48,165
49,165
50,165
51,165
52,165
53,165
54,165
55,165
56,165
57,165
58,165
59,165
60,165
61,165
62,165
63,165
64,165
65,165
66,165
67,165
68,165
69,165
70,165
71,165
72,165
73,165
74,165
75,165
76,165
77,165
78,165
79,165
80,165
81,165
82,165
83,165
84,165
85,165
86,165
87,165
88,165
89,165
90,165
91,165
92,165
93,165
94,165
95,165
96,165
97,165
98,165
99,165
100,165
101,165
102,165
103,165
104,165
105,165
106,165
107,165
108,165
109,165
110,165
111,165
112,165
113,165
114,165
115,165
116,165
117,165
118,165
119,165
120,165
121,165
122,165
123,165
124,165
125,165
126,165
127,165
128,165
129,165
130,165
131,165
132,165
133,165
134,165
135,165
136,165
137,165
138,165
139,165
140,165
141,165
142,165
143,165
144,165
145,165
146,165
147,165
148,165
149,165
150,165
151,165
152,165
153,165
154,165
155,165
156,165
157,165
158,165
159,165
160,165
161,167
162,167
163,168
164,168
165,168
166,168
167,181
168,181
169,187
170,224
171,226
172,228
173,231
174,238
175,241
176,242
177,272
178,272
179,299
180,325
181,361
182,421
183,421
184,421
185,421
186,421
187,421
188,421
189,421
190,421
191,425
192,425
193,429
194,433
195,437
196,441
197,445
198,449
199,453
200,522
201,534
202,538
203,538
204,538
205,538
206,538
207,542
208,590
209,617
210,632
211,672
212,672
213,723
214,1064
